,degree,closeness,betweenness,strength,eigenvector_centrality,frequency,speech_acts,words,degree_interval,closeness_interval,betweenness_interval,strength_interval,eigenvector_centrality_interval,frequency_interval,speech_acts_interval,words_interval
10,3,3,3,3,3,3,2,2,1.9998,0.9999,-0.0001,1.9998,0.5773,0.9999,18.494999999999997,187.0565
9,0,0,0,0,0,0,1,1,1.9982,0.9991,-0.0009,1.9982,0.57685,0.9991,27.5,715.65
8,0,0,0,0,0,0,0,0,1.9986,0.9993,-0.0007,1.9986,0.57695,0.9993,19.5,246.04999999999998
7,0,0,0,0,0,0,0,0,1.999,0.9995,-0.0005,1.999,0.57705,0.9995,20.5,304.75
6,0,0,0,0,0,0,0,0,1.9994,0.9997,-0.00030000000000000003,1.9994,0.57715,0.9997,21.5,363.45000000000005
5,0,0,0,0,0,0,0,0,2.0002,1.0001,0.0001,2.0002,0.57745,1.0001,22.5,422.15
4,0,0,0,0,0,0,0,0,2.0006,1.0003,0.00030000000000000003,2.0006,0.57755,1.0003,23.5,480.85
3,0,0,0,0,0,0,0,0,2.001,1.0005,0.0005,2.001,0.57765,1.0005,24.5,539.55
2,0,0,0,0,0,0,0,0,2.0014,1.0007,0.0007,2.0014,0.57775,1.0007,25.5,598.25
1,0,0,0,0,0,0,0,0,2.0018,1.0009,0.0009,2.0018,0.57785,1.0009,26.5,656.95
